No,Source,Citation,Publcation Year,Article Title,Source title,Abstract,Keywords,DOI,DOI Link,Document Type
331,Scopus,Gupta et al. (2022),2022,Post-quantum lightweight identity-based two-party authenticated key exchange protocol for Internet of Vehicles with probable security,Computer Communications,"With Internet of Things (IoT) growing rapidly, the Internet of Vehicles (IoV) has become an essential part of smart cities and has attracted the full attention of both academic and business communities. Because of the public transmission channel, the security and privacy in IoV have paid serious attention. In IoV, it is crucial to generate a secret session key among the various vehicles and road-side units (RSUs) so that they can share the confidential information over the public Internet. Thus, an authenticated key agreement (AKA) protocol should be needed that can achieve the session key requirement in the IoV for secure communication. For this purpose, various AKA techniques has been designed using a number of different tools. Several existing AKA protocols either suffer from different attacks or inefficient for IoV environment due to its excessive communication and computational costs. Many such traditional schemes have used either Diffie–Hellman (DH) or prime factorization type hard problems. These hard problems are vulnerable to the futuristic technologies like quantum computer. Besides, existing quantum resistance AKA protocols use lattice cryptography for its security. However, these protocols either incurs an overhead of certificate management or have excessive communication and computational costs. Hence, there is a need of quantum resistance AKA protocols which removes the certificate overhead and also efficient for the IoV. In this paper, we propose a lattice-based two-party authenticated key agreement (LB-ID-2PAKA) protocol using identity-based cryptography (IBC). The lattice hard problems could resist the quantum computers and IBC could remove the overhead of certificate management. The security strength of proposed LB-ID-2PAKA protocol is analyzed under the random oracle model to show its robustness against the present as well as future quantum attacks. In addition, the resiliency against different security attacks such as man-in-the-middle (MITM) attack, known-key security (K-KS), unknown key-share (UK-S) attack etc. are also included. Further, the performance analysis shows that the proposed LB-ID-2PAKA protocol outperforms the existing protocols and feasible for IoV applications. © 2021 Elsevier B.V.",,10.1016/j.comcom.2021.09.031,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117073263&doi=10.1016%2fj.comcom.2021.09.031&partnerID=40&md5=982c885873ca7a11091f5aab6f3c871c,Article
332,Scopus,Hamza et al. (2022),2022,Artificial intelligence based clustering with routing protocol for internet of vehicles,"Computers, Materials and Continua","With recent advances made in Internet of Vehicles (IoV) and Cloud Computing (CC), the Intelligent Transportation Systems (ITS) find it advantageous in terms of improvement in quality and interactivity of urban transportation service, mitigation of costs incurred, reduction in resource utilization, and improvement in traffic management capabilities. Many traffic-related problems in future smart cities can be sorted out with the incorporation of IoV in transportation. IoV communication enables the collection and distribution of real-time essential data regarding road network condition. In this scenario, energy-efficient and reliable intercommunication routes are essential among vehicular nodes in sustainable urban computing. With this motivation, the current research article presents a new Artificial Intelligence-based Energy Efficient Clustering with Routing (AI-EECR) Protocol for IoV in urban computing. The proposed AI-EECR protocol operates under three stages namely, network initialization, Cluster Head (CH) selection, and routing protocol. The presented AI-EECR protocol determines the CHs from vehicles with the help of Quantum Chemical Reaction Optimization (QCRO) algorithm. QCRO algorithm derives a fitness function with the help of vehicle speed, trust level, and energy level of the vehicle. In order to make appropriate routing decisions, a set of relay nodes was selected using Group Teaching Optimization Algorithm (GTOA). The performance of the presented AI-EECR model, in terms of energy efficiency, was validated against different aspects and a brief comparative analysis was conducted. The experimental outcomes established that AI-EECR model outperformed the existing methods under different measures. © 2022 Tech Science Press. All rights reserved.",,10.32604/cmc.2022.021059,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117027913&doi=10.32604%2fcmc.2022.021059&partnerID=40&md5=0f923bd208cebfb201ebf750beaa4839,Article
333,Scopus,Gill et al. (2022),2022,"Quantum computing: A taxonomy, systematic review and future directions",Software - Practice and Experience,"Quantum computing (QC) is an emerging paradigm with the potential to offer significant computational advantage over conventional classical computing by exploiting quantum-mechanical principles such as entanglement and superposition. It is anticipated that this computational advantage of QC will help to solve many complex and computationally intractable problems in several application domains such as drug design, data science, clean energy, finance, industrial chemical development, secure communications, and quantum chemistry. In recent years, tremendous progress in both quantum hardware development and quantum software/algorithm has brought QC much closer to reality. Indeed, the demonstration of quantum supremacy marks a significant milestone in the Noisy Intermediate Scale Quantum (NISQ) era—the next logical step being the quantum advantage whereby quantum computers solve a real-world problem much more efficiently than classical computing. As the quantum devices are expected to steadily scale up in the next few years, quantum decoherence and qubit interconnectivity are two of the major challenges to achieve quantum advantage in the NISQ era. QC is a highly topical and fast-moving field of research with significant ongoing progress in all facets. A systematic review of the existing literature on QC will be invaluable to understand the state-of-the-art of this emerging field and identify open challenges for the QC community to address in the coming years. This article presents a comprehensive review of QC literature and proposes taxonomy of QC. The proposed taxonomy is used to map various related studies to identify the research gaps. A detailed overview of quantum software tools and technologies, post-quantum cryptography, and quantum computer hardware development captures the current state-of-the-art in the respective areas. The article identifies and highlights various open challenges and promising future directions for research and innovation in QC. © 2021 John Wiley & Sons Ltd.",,10.1002/spe.3039,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116561732&doi=10.1002%2fspe.3039&partnerID=40&md5=b006f5c77bda847ac3dab2f9ca16b431,Article
334,Scopus,Choure et al. (2022),2022,Recent Advancement in High Speed and Secure Quantum Key Distribution: A Review,Lecture Notes in Electrical Engineering,"The quantum communication system will arguably play a major role in all future application in which quantum key distribution would be an important tool. Quantum key distribution is a quantum cryptography protocol which is getting popularity because of its high speed and secured communication system. Many researchers have proposed novel design and ideas regularly. In this manuscript, we are providing a brief review of the lately schemes proposed by the researchers for high speed and secure quantum key distribution in yesteryears. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",,10.1007/978-981-16-2818-4_29,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115255060&doi=10.1007%2f978-981-16-2818-4_29&partnerID=40&md5=44223599313609d49852e4eb1c27d146,Conference Paper
335,Scopus,Siva & (2022),2022,A Brief Study on Applications of Random Matrix Theory,Lecture Notes in Networks and Systems,"Random matrix theory proves itself to be an efficient tool in recent technologies and many application areas. The main scope of this paper is to do a brief study on various application fields of Random Matrix Theory (RMT), for future analyses purposes. It is used as an analytical tool in many developing applications and analytical fields like optical physics, cellular networks, wireless communication, cell biology and even in big data analytics, to find out the hidden correlation between variables, hypotheses and to provide knowledgeable information to end users. The random matrix theory is believed to have many applications from quantum physics to biological networks. The analysis is made simple by using many laws like Semicircle law, Full circle law, Marcenko-Pastur law, Stieltjes’s transform, eigenvalue distribution and so on. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",,10.1007/978-981-16-2422-3_36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115182738&doi=10.1007%2f978-981-16-2422-3_36&partnerID=40&md5=f6c31e85439e340edecc5920cd62d7de,Conference Paper
336,Scopus,Otgonbaatar & Datcu (2022),2022,Natural Embedding of the Stokes Parameters of Polarimetric Synthetic Aperture Radar Images in a Gate-Based Quantum Computer,IEEE Transactions on Geoscience and Remote Sensing,"Quantum algorithms are designed to process quantum data (quantum bits) in a gate-based quantum computer. They are proven rigorously that they reveal quantum advantages over conventional algorithms when their inputs are certain quantum data or some classical data mapped to quantum data. However, in a practical domain, data are classical in nature, and they are very big in dimension, size, and so on. Hence, there is a challenge to map (embed) classical data to quantum data, and even no quantum advantages of quantum algorithms are demonstrated over conventional ones when one processes the mapped classical data in a gate-based quantum computer. For the practical domain of earth observation (EO), due to the different sensors on remote-sensing platforms, we can map directly some types of EO data to quantum data. In particular, we have polarimetric synthetic aperture radar (PolSAR) images characterized by polarized beams. A polarized state of the polarized beam and a quantum bit are the Doppelganger of a physical state. We map them to each other, and we name this direct mapping a natural embedding, otherwise an artificial embedding. Furthermore, we process our naturally embedded data in a gate-based quantum computer by using a quantum algorithm regardless of its quantum advantages over conventional techniques; namely, we use the QML network as a quantum algorithm to prove that we naturally embedded our data in input qubits of a gate-based quantum computer. Therefore, we employed and directly processed PolSAR images in a QML network. Furthermore, we designed and provided a QML network with an additional layer of a neural network, namely, a hybrid quantum-classical network, and demonstrate how to program (via optimization and backpropagation) this hybrid quantum-classical network when employing and processing PolSAR images. In this work, we used a gate-based quantum computer offered by an IBM Quantum and a classical simulator for a gate-based quantum computer. Our contribution is that we provided very specific EO data with a natural embedding feature, the Doppelganger of quantum bits, and processed them in a hybrid quantum-classical network. More importantly, in the future, these PolSAR data can be processed by future quantum algorithms and future quantum computing platforms to obtain (or demonstrate) some quantum advantages over conventional techniques for EO problems. © 1980-2012 IEEE.",,10.1109/TGRS.2021.3110056,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115123805&doi=10.1109%2fTGRS.2021.3110056&partnerID=40&md5=bed83d03e15b635bbc76a40357c25085,Article
337,Scopus,Otgonbaatar & Datcu (2022),2022,Classification of Remote Sensing Images with Parameterized Quantum Gates,IEEE Geoscience and Remote Sensing Letters,"This letter studies how to program and assess a parameterized quantum circuit (PQC) for classifying Earth observation (EO) satellite images. In this exploratory study, we assess a PQC for classifying a two-label EO image dataset and compare it with a classic deep learning classifier. We use the PQC with an input space of only 17 quantum bits (qubits) due to the current limitations of quantum technology. As a real-world image for EO, we selected the Eurosat dataset obtained from multispectral Sentinel-2 images as a training dataset and a Sentinel-2 image of Berlin, Germany, as a test image. However, the high dimensionality of our images is incompatible with the PQC input domain of 17 qubits. Hence, we had to reduce the dimensionality of the input images for this two-label case to a vector with 16 elements; the 17th qubit remains reserved for storing label information. We employed a very deep convolutional network with an autoencoder as a technique for the dimensionality reduction of the input image, and we mapped the dimensionally reduced image onto 16 qubits by means of parameter thresholding. Then, we used a PQC to classify the two-label content of the dimensionally reduced Eurosat image dataset. A PQC classifies the Eurosat images with high accuracy as a classic deep learning method (and with even better accuracy in some instances). From our experiment, we derived and enhanced deeper insight into programming future gate-based quantum computers for many practical problems in EO. © 2004-2012 IEEE.",,10.1109/LGRS.2021.3108014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114722754&doi=10.1109%2fLGRS.2021.3108014&partnerID=40&md5=ec297aa04f5e3ad493b1f1f03a81b228,Article
338,Scopus,Spitz et al. (2022),2022,Free-Space Communication with Directly Modulated Mid-Infrared Quantum Cascade Devices,IEEE Journal of Selected Topics in Quantum Electronics,"This study deals with the communication capabilities of two kinds of semiconductor lasers emitting in one of the atmosphere transparency windows, around 4 \mum. One of these two lasers is a quantum cascade laser and the other one is an interband cascade laser. With the quantum cascade laser, a subsequent attenuation is added to the optical path in order to mimic the attenuation of free-space transmission of several kilometers. Direct electrical modulation is used to transmit the message and two-level formats, non-return-to-zero and return-to-zero, are used and compared in terms of maximum transmission data rate. The sensitivity to optical feedback is also analyzed, as well as the evolution of the error rate when reducing the optical power at the level of the detector. This work provides a novel insight into the development of future secure free-space optical communication links based on mid-infrared semiconductor lasers and sheds the light on improvements required to achieve multi-Gbits/s communication with off-the-shelf components. © 1995-2012 IEEE.",,10.1109/JSTQE.2021.3096316,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110885653&doi=10.1109%2fJSTQE.2021.3096316&partnerID=40&md5=e24c0518c5ca0e586b639d5e1e07f6d8,Article
339,Scopus,Zhang et al. (2021),2021,The intrinsic thermal transport properties of the biphenylene network and the influence of hydrogenation: A first-principles study,Journal of Materials Chemistry C,"Utilizing first-principles calculations combined with phonon Boltzmann transport theory up to fourth-order anharmonicity, we systematically investigate the thermal transport properties of the biphenylene network [BPN, recently synthesized experimentally by Fan et al., Science, 2021, 372, 852-856] and hydrogenated BPN (HBPN). The calculations show that four-phonon scattering significantly affects the lattice thermal conductivity (κ) of BPN. At room temperature, the κ of BPN is reduced from 582.32 (1257.07) W m-1 K-1 to 309.56 (539.88) W m-1 K-1 along the x (y) direction after considering the four-phonon scattering. Moreover, our results demonstrate that the thermal transport in BPN could also be greatly suppressed by hydrogenation, where the κ of HBPN along the x (y) direction is merely 16.62% (10.14%) of that of pristine BPN at 300 K. The mechanism causing such an obvious decrease of κ of HBPN is identified to be due to the enhanced phonon scattering rate and reduced group velocity, which is further revealed by the increased scattering phase space and weakened C-C bond. The results presented in this work shed light on the intrinsic thermal transport features of BPN and HBPN, which will help us to understand the phonon transport processes and pave the way for their future developments in the thermal field. © The Royal Society of Chemistry.",,10.1039/d1tc04154a,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121101477&doi=10.1039%2fd1tc04154a&partnerID=40&md5=11dd4ba6ae629bd527c4d6204d5c802c,Article
340,Scopus,Li et al. (2021),2021,Ensemble learning for failure prediction of underwater continuous variable quantum key distribution with discrete modulations,"Physics Letters, Section A: General, Atomic and Solid State Physics","Underwater continuous-variable quantum key distribution (CVQKD) plays an important role in a widespread CVQKD network due to its application scenarios. However, interferences in practical systems, such as equipment imperfections, channel disturbances, and eavesdroppers, may cause invalid communication. In this paper, we consider a risk caused by channel disturbance resulting in communication failure and suggest an ensemble learning (EL) approach, which involves a self-adaptive structure and makes the communication failure predictable, for the purpose of the security improvement of the CVQKD system with discrete modulation. Results show that the EL-based communication failure prediction could lead to the implementation feasibility of CVQKD in practice without the need for adding additional detection equipment at the receiver. © 2021 Elsevier B.V.",,10.1016/j.physleta.2021.127694,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116856854&doi=10.1016%2fj.physleta.2021.127694&partnerID=40&md5=042e1770fa36f0f8f9e4c3e63a5cefc1,Article
341,Scopus,Abuarqoub et al. (2021),2021,The Impact of Quantum Computing on Security in Emerging Technologies,ACM International Conference Proceeding Series,"Quantum computing is rapidly shifting from high-tech lab to mainstream commercial use in the next few years, representing the next breakthrough in modern ICT. It is motivated by quantum computer's ability to perform computational tasks with efficiencies that are not possible with classical computers. Quantum computing technology has a lasting potential impact on society and broad implications on many aspects of our lives. Although quantum computing has several advantages, it threatens the security of current cryptographic techniques. It is expected that quantum computers will be able to solve the key distribution problem and break every single cryptography and authentication algorithm based on asymmetric cryptography. New emerging technologies such as the Internet of Things, blockchain, autonomous vehicles, 5G, artificial intelligence and robotics all rely on cryptography for their secure operation. Therefore, the realisation of quantum computing will pose significant challenges to the current progress and future development of these technologies. In this paper, the quantum technology preliminaries are discussed. The possible impact of quantum technologies on emerging technologies is investigated. Finally, some of the currently available quantum-safe cryptosystems devoted to protecting computer systems in the quantum era are discussed. © 2021 ACM.",,10.1145/3508072.3508099,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128666927&doi=10.1145%2f3508072.3508099&partnerID=40&md5=c9198effaf04d28007811ba94d48f872,Conference Paper
342,Scopus,Geng et al. (2021),2021,Quantum key distribution integrating with ultra-high-power classical optical communications based on ultra-low-loss fiber,Optics Letters,"The demand for the integration of quantum key distribution (QKD) and classical optical communication in the same optical fiber medium greatly increases as fiber resources and the flexibility of practical applications are taken into consideration. To satisfy the needs of the mass deployment of ultra-high power required for classical optical networks integrating QKD, we implement the discrete variable quantum key distribution (DV-QKD) under up to 25 dBm launch power from classical channels over 75 km on an ultra-low-loss (ULL) fiber by combining a finite-key security analysis method with the noise model of classical signals. To the best of our knowledge, this is the highest power launched by classical signals on the coexistence of DV-QKD and classical communication. The results exhibit the feasibility and tolerance of our QKD system for use in ultra-high-power classical communications. © 2021 Optica Publishing Group",,10.1364/OL.446939,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122058372&doi=10.1364%2fOL.446939&partnerID=40&md5=d9bded8695662feff5959588c00827c1,Article
343,Scopus,Issah et al. (2021),2021,Long-range qubit entanglement via rolled-up zero-index waveguide,Nanophotonics,"Preservation of an entangled state in a quantum system is one of the major goals in quantum technological applications. However, entanglement can be quickly lost into dissipation when the effective interaction among the qubits becomes smaller compared to the noise-injection from the environment. Thus, a medium that can sustain the entanglement of distantly spaced qubits is essential for practical implementations. This work introduces the fabrication of a rolled-up zero-index waveguide which can serve as a unique reservoir for the long-range qubit-qubit entanglement. We also present the numerical evaluation of the concurrence (entanglement measure) via Ansys Lumerical FDTD simulations using the parameters determined experimentally. The calculations demonstrate the feasibility and supremacy of the experimental method. We develop and fabricate this novel structure using cost-effective self-rolling techniques. The results of this study redefine the range of light-matter interactions and show the potential of the rolled-up zero-index waveguides for various classical and quantum applications such as quantum communication, quantum information processing, and superradiance. © 2021 Ibrahim Issah et al., published by De Gruyter, Berlin/Boston.",,10.1515/nanoph-2021-0453,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120071131&doi=10.1515%2fnanoph-2021-0453&partnerID=40&md5=c9bb785211fb0a3eee462fdac2c36dcb,Article
344,Scopus,Vardoyan et al. (2021),2021,On the Quantum Performance Evaluation of Two Distributed Quantum Architectures,Performance Evaluation Review,"Distributed quantum applications impose requirements on the quality of the quantum states that they consume. When analyzing architecture implementations of quantum hardware, characterizing this quality forms an important factor in understanding their performance. Fundamental characteristics of quantum hardware lead to inherent tradeoffs between the quality of states and traditional performance metrics such as throughput. Furthermore, any real-world implementation of quantum hardware exhibits time-dependent noise that degrades the quality of quantum states over time. Here, we study the performance of two possible architectures for interfacing a quantum processor with a quantum network. The first corresponds to the current experimental state of the art in which the same device functions both as a processor and a network device. The second corresponds to a future architecture that separates these two functions over two distinct devices. We model these architectures as continuous-time Markov chains and compare their quality of executing quantum operations and producing entangled quantum states as functions of their memory lifetimes, as well as the time that it takes to perform various operations within each architecture. As an illustrative example, we apply our analysis to architectures based on Nitrogen- Vacancy centers in diamond, where we find that for presentday device parameters one architecture is more suited to computation-heavy applications, and the other for networkheavy ones. We validate our analysis with the quantum network simulator NetSquid. Besides the detailed study of these architectures, a novel contribution of our work are several formulas that connect an understanding of waiting time distributions to the decay of quantum quality over time for the most common noise models employed in quantum technologies. This provides a valuable new tool for performance evaluation experts, and its applications extend beyond the two architectures studied in this work. © 2022 Copyright is held by the owner/author(s).",,10.1145/3529113.3529123,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127587088&doi=10.1145%2f3529113.3529123&partnerID=40&md5=244a4fb3e843648c5ad2df870cc977ff,Article
345,Scopus,Walk & Eisert (2021),2021,Sharing Classical Secrets with Continuous-Variable Entanglement: Composable Security and Network Coding Advantage,PRX Quantum,"Secret sharing is a multiparty cryptographic primitive that can be applied to a network of partially distrustful parties for encrypting data that is both sensitive (it must remain secure) and important (it must not be lost or destroyed). When sharing classical secrets (as opposed to quantum states), one can distinguish between protocols that leverage bipartite quantum key distribution (QKD) and those that exploit multipartite entanglement. The latter class are known to be vulnerable to so-called participant attacks and, while progress has been made recently, there is currently no analysis that quantifies their performance in the composable, finite-size regime, which has become the gold standard for QKD security. Given this - and the fact that distributing multipartite entanglement is typically challenging - one might well ask is there any virtue in pursuing multipartite entanglement-based schemes? Here, we answer this question in the affirmative for a class of secret-sharing protocols based on continuous-variable graph states. We establish security in a composable framework and identify a network topology, specifically a bottleneck network of lossy channels, and parameter regimes within the reach of present-day experiments for which a multipartite scheme outperforms the corresponding QKD-based method in the asymptotic and finite-size setting. Finally, we establish experimental parameters where the multipartite schemes outperform any possible QKD-based protocol. This is one of the first concrete compelling examples of multipartite entangled resources achieving a genuine advantage over point-to-point protocols for quantum communication and represents a rigorous, operational benchmark to assess the usefulness of such resources. © 2021 authors. Published by the American Physical Society.",,10.1103/PRXQuantum.2.040339,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125277895&doi=10.1103%2fPRXQuantum.2.040339&partnerID=40&md5=2d1475e89a031ef4a42c07badf5e6776,Article
346,Scopus,Karsa & Pirandola (2021),2021,Classical benchmarking for microwave quantum illumination,IET Quantum Communication,"Quantum illumination theoretically promises up to a 6 dB error-exponent advantage in target detection over the best classical protocol. The advantage is maximised by a regime that includes a very high background, which occurs naturally when one considers microwave operation. Such a regime has well-known practical limitations, though it is clear that, theoretically, knowledge of the associated classical benchmark in the microwave is lacking. The requirement of amplifiers for signal detection necessarily renders the optimal classical protocol here different to that which is traditionally used, and only applicable in the optical domain. This work outlines what is the true classical benchmark for the microwave Quantum illumination using coherent states, providing new bounds on error probability and closed formulae for the receiver operating characteristic, for both optimal (based on quantum relative entropy) and homodyne detection schemes. An alternative source generation procedure based on coherent states is also proposed, which demonstrates the potential to make classically optimal performances achievable in optical applications. The same bounds and measures for the performance of such a source are provided, and its potential utility in the future of room temperature quantum detection schemes in the microwave is discussed. © 2021 The Authors. IET Quantum Communication published by John Wiley & Sons Ltd on behalf of The Institution of Engineering and Technology.",,10.1049/qtc2.12025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124785472&doi=10.1049%2fqtc2.12025&partnerID=40&md5=cb377b3789636b7d1f4679aa98cf9d35,Article
347,Scopus,Degiovanni et al. (2021),2021,EURAMET EMN-Q: The European metrology network for quantum technologies,Measurement: Sensors,"The second quantum revolution is underway and the deployment of Quantum Technologies (QT) keeps pace with it. This technological paradigm-switch creates opportunities and challenges for industry, innovation and society. Several large companies, as well as start-ups, have started to develop and engineer quantum devices or begun to integrate them into their products: the commercial success of QT, together with progress in research and development, relies on certification and reliability built upon internationally agreed standards and metrological traceability. A group of European National Metrology Institutes (NMIs) and Delegated Institutes (DIs) have recently created a European Metrology Network for Quantum Technologies (EMN-Q) under the auspices of EURAMET. The objective of the EMN-Q is to co-ordinate the activities of the European NMIs and Dis to ensure their efficient support for European competitiveness in quantum technologies. A special focus of the EMN-Q will be to develop new measurement capabilities and dedicated services to serve the rapidly-growing needs of industry and research institutions in this field. Industry, governmental agencies, academic sectors or any other type of stakeholder are welcome to contact the EMN-Q and discuss their metrology needs. These can relate not only to quantum characteristics of quantum devices, but also to metrology of key enabling technologies, metrology that can improve the supply chain of industrial quantum devices or other industrial needs connected with quantum technologies. EMN-Q aims to become is to become the central contact point to stakeholders interested in metrology for quantum technologies by: • contributing to standardisation & certification of quantum technologies; • promoting the take-up of metrology in the development of these technologies; • supporting industrial needs in synergy with the technological objectives of the EC Quantum Flagship and national quantum technology programs; and • promoting the use of quantum measurement techniques where advantageous for “classical” technical areas. We are in process of structuring and developing the communication services of the EMN-Q. One of the key aspect in this EMN-Q development is the establishment the EMN-Q Strategic Research Agenda (SRA). The SRA will contain the technological roadmaps that are created by the EMN-Q members in consultation with the EMN-Q Stakeholder Community. In this paper, we will provide a short overview of the EMN-Q organization, and of the SRA and the relative Technological Roadmaps. © 2021",,10.1016/j.measen.2021.100348,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122650844&doi=10.1016%2fj.measen.2021.100348&partnerID=40&md5=c7f5d549cb32d0c8fbc853923bd5bcd3,Conference Paper
348,Scopus,Nolan et al. (2021),2021,A machine learning approach to Bayesian parameter estimation,npj Quantum Information,"Bayesian estimation is a powerful theoretical paradigm for the operation of the approach to parameter estimation. However, the Bayesian method for statistical inference generally suffers from demanding calibration requirements that have so far restricted its use to systems that can be explicitly modeled. In this theoretical study, we formulate parameter estimation as a classification task and use artificial neural networks to efficiently perform Bayesian estimation. We show that the network’s posterior distribution is centered at the true (unknown) value of the parameter within an uncertainty given by the inverse Fisher information, representing the ultimate sensitivity limit for the given apparatus. When only a limited number of calibration measurements are available, our machine-learning-based procedure outperforms standard calibration methods. Our machine-learning-based procedure is model independent, and is thus well suited to “black-box sensors”, which lack simple explicit fitting models. Thus, our work paves the way for Bayesian quantum sensors that can take advantage of complex nonclassical quantum states and/or adaptive protocols. These capabilities can significantly enhance the sensitivity of future devices. © 2021, The Author(s).",,10.1038/s41534-021-00497-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122147547&doi=10.1038%2fs41534-021-00497-w&partnerID=40&md5=1668673ff6a4e677c8c26d828b80d2d2,Article
349,Scopus,Li et al. (2021),2021,Quantum Network with Magnonic and Mechanical Nodes,PRX Quantum,"A quantum network consisting of magnonic and mechanical nodes connected by light is proposed. Recent years have witnessed a significant development in cavity magnonics based on collective spin excitations in ferrimagnetic crystals, such as yttrium iron garnet (YIG). Magnonic systems are considered to be a promising building block for a future quantum network. However, a major limitation of the system is that the coherence time of the magnon excitations is limited by their intrinsic loss (typically in the order of 1μs for YIG). Here, we show that by coupling the magnonic system to a mechanical system using optical pulses, an arbitrary magnonic state (either classical or quantum) can be transferred to and stored in a distant long-lived mechanical resonator. The fidelity depends on the pulse parameters and the transmission loss. We further show that the magnonic and mechanical nodes can be prepared in a macroscopic entangled state. These demonstrate the quantum state transfer and entanglement distribution in such a novel quantum network of magnonic and mechanical nodes. Our work shows the possibility to connect two separate fields of optomagnonics and optomechanics, and to build a long-distance quantum network based on magnonic and mechanical systems. © 2021 authors. Published by the American Physical Society.",,10.1103/PRXQuantum.2.040344,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122118116&doi=10.1103%2fPRXQuantum.2.040344&partnerID=40&md5=5254dd79f9614f56fac2362b51fb783f,Article
350,Scopus,Ntanos et al. (2021),2021,Leo satellites constellation-to-ground qkd links: Greek quantum communication infrastructure paradigm,Photonics,"Quantum key distribution (QKD) has gained a lot of attention over the past few years, but the implementation of quantum security applications is still challenging to accomplish with the current technology. Towards a global-scale quantum-secured network, satellite communications seem to be a promising candidate to successfully support the quantum communication infrastructure (QCI) by delivering quantum keys to optical ground terminals. In this research, we examined the feasibility of satellite-to-ground QKD under daylight and nighttime conditions using the decoy-state BB84 QKD protocol. We evaluated its performance on a hypothetical constellation with 10 satellites in sun-synchronous Low Earth Orbit (LEO) that are assumed to communicate over a period of one year with three optical ground stations (OGSs) located in Greece. By taking into account the atmospheric effects of turbulence as well as the background solar radiance, we showed that positive normalized secure key rates (SKRs) up to 3.9 × 10−4 (bps/pulse) can be obtained, which implies that satellite-to-ground QKD can be feasible for various conditions, under realistic assumptions in an existing infrastructure. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",,10.3390/photonics8120544,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121572935&doi=10.3390%2fphotonics8120544&partnerID=40&md5=bc334100b05c5ed7e98850785267c452,Article
351,Scopus,Dumur et al. (2021),2021,Quantum communication with itinerant surface acoustic wave phonons,npj Quantum Information,"Surface acoustic waves are commonly used in classical electronics applications, and their use in quantum systems is beginning to be explored, as evidenced by recent experiments using acoustic Fabry–Pérot resonators. Here we explore their use for quantum communication, where we demonstrate a single-phonon surface acoustic wave transmission line, which links two physically separated qubit nodes. Each node comprises a microwave phonon transducer, an externally controlled superconducting variable coupler, and a superconducting qubit. Using this system, precisely shaped individual itinerant phonons are used to coherently transfer quantum information between the two physically distinct quantum nodes, enabling the high-fidelity node-to-node transfer of quantum states as well as the generation of a two-node Bell state. We further explore the dispersive interactions between an itinerant phonon emitted from one node and interacting with the superconducting qubit in the remote node. The observed interactions between the phonon and the remote qubit promise future quantum-optics-style experiments with itinerant phonons. © 2021, This is a U.S. government work and not under copyright protection in the U.S.; foreign copyright protection may apply.",,10.1038/s41534-021-00511-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121522755&doi=10.1038%2fs41534-021-00511-1&partnerID=40&md5=05cce7aea3563bd85cca45d17432236b,Article
