NoDTest,Title,Authors,Main Topic,Key Points,Abstract,Publication Year,Topic 1,Topic 2,Topic 3,SubAspect,addit,bb84,applic,bps,character,assumpt,attack,base,communic,bound,channel,cryptographi,decoy,chip,circuit,design,detector,comput,discret,continu,cryptograph,decod,deleg,encrypt,determinist,devic,error,distanc,fast,distribut,effici,encod,finit,entangl,framework,experiment,game,fiat,general,hardwar,fulli,homomorph,function,independ,interact,integr,knowledg,long,lack,low,measur,loss,model,modul,multi,nanowir,optic,obfusc,perform,passiv,phase,pixel,photon,prepar,process,post,presenc,proof,qkd,protocol,pseudo,quantum,qubit,random,relat,requir,rate,round,setup,secur,shamir,share,speed,superconduct,state,system,singl,transform,theorem,ultra,transmiss,vbb,twin,variabl,verif,wotro,verifi,key,high,field,complex,classic,develop,challeng,compar,Magnitude
25,Obfuscation of Pseudo-Deterministic Quantum Circuits,James Bartusek (UC Berkeley); Fuyuki Kitagawa (NTT Social Informatics Laboratories); Ryo Nishimaki (NTT Social Informatics Laboratories); Takashi Yamakawa (NTT Social Informatics Laboratories),Quantum Circuit Obfuscation,"Obfuscation of pseudo-deterministic circuits, VBB obfuscation, Quantum fully-homomorphic encryption","We show how to obfuscate pseudo-deterministic quantum circuits, assuming the quantum hardness of learning with errors (QLWE) and post-quantum virtual black-box (VBB) obfuscation for classical circuits. Given the classical description of a quantum circuit $Q$, our obfuscator outputs a quantum state $\ket{\widetilde{Q}}$ that can be used to evaluate $Q$ repeatedly on arbitrary inputs. Instantiating the VBB obfuscator for classical circuits with any candidate post-quantum indistinguishability obfuscator gives us the first candidate construction of indistinguishability obfuscation for all polynomial-size pseudo-deterministic quantum circuits. In particular, our scheme is the first candidate obfuscator for a class of circuits that is powerful enough to implement Shor's algorithm (SICOMP 1997). Our approach follows Bartusek and Malavolta (ITCS 2022), who obfuscate \emph{null} quantum circuits by obfuscating the verifier of an appropriate classical verification of quantum computation (CVQC) scheme. We go beyond null circuits by constructing a publicly-verifiable CVQC scheme for quantum \emph{partitioning} circuits, which can be used to verify the evaluation procedure of Mahadev's quantum fully-homomorphic encryption scheme (FOCS 2018). We achieve this by upgrading the one-time secure scheme of Bartusek (TCC 2021) to a fully reusable scheme, via a publicly-decodable \emph{Pauli functional commitment}, which we formally define and construct in this work. This commitment scheme, which satisfies a notion of binding against committers that can access the receiver's standard and Hadamard basis decoding functionalities, is constructed by building on techniques of Amos, Georgiou, Kiayias, and Zhandry (STOC 2020) introduced in the context of equivocal but collision-resistant hash functions.",2024,0.098801553,0.097739913,0.803458512,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496033091,0,0,0,0,0,0,0,0,0.165344364,0.330688727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125302457,0.165344364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661377454,0,0,0,0,0,0,0,0,0,0,0,0,0.330688727,0.01019734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165344364,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,Quantum delegation with an off-the-shelf device,Anne Broadbent (University of Ottawa); Arthur Mehta (University of Ottawa); Yuming Zhao (University of Waterloo),Quantum Delegation and Verification,"One-round quantum delegation, OTS devices, Interactive proof system for QMA","Given that reliable cloud quantum computers are becoming closer to reality, the concept of delegation of quantum computations and its verifiability is of central interest. Many models have been proposed, each with specific strengths and weaknesses. Here, we put forth a new model where the client trusts only its classical processing, makes no computational assumptions, and interacts with a quantum server in a \emph{single} round. In addition, during a set-up phase, the client specifies the size $n$ of the computation and receives an untrusted, \emph{off-the-shelf (OTS)} quantum device that is used to report the outcome of a single constant-sized measurement from a predetermined logarithmic-sized input. In the OTS model, we thus picture that a single quantum server does the bulk of the computations, while the OTS device is used as an untrusted and generic verification device, all in a single round. We show how to delegate polynomial-time quantum computations in the OTS model. Scaling up the technique also yields an interactive proof system for all of QMA, which, furthermore, we show can be accomplished in statistical zero-knowledge. This yields the first relativistic (one-round), two-prover zero-knowledge proof system for QMA. As a proof approach, we provide a new self-test for $n$-EPR pairs using only constant-sized Pauli measurements, and show how it provides a new avenue for the use of simulatable codes for local Hamiltonian verification. Along the way, we also provide an enhanced version of a well-known stability result due to Gowers and Hatami and show how it completes a common argument used in self-testing.",2024,0.108250961,0.108112559,0.78363651,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806400596,0,0,0.407408208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230721424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117651747,0,0,0,0.016577807,0,0,0,0,0,0.203704104,0,0,0,0,0,0,0,0.182747842,0,0,0,0,0,0,0,0,0.203704104,0,0,0,0,0,0,0,0,0,0,1
27,Publicly-Verifiable Deletion via Target-Collapsing Functions,James Bartusek (UC Berkeley); Dakshita Khurana (UIUC); Alexander Poremba (Caltech),Publicly-Verifiable Deletion,"Target-collapsing hashes, Publicly-verifiable deletion, Cryptographic assumptions","We build quantum cryptosystems that support publicly-verifiable deletion from standard cryptographic assumptions. We introduce target-collapsing as a weakening of collapsing for hash functions, analogous to how second preimage resistance weakens collision resistance; that is, target-collapsing requires indistinguishability between superpositions and mixtures of preimages of an honestly sampled image. We show that target-collapsing hashes enable publicly-verifiable deletion ($\PVD$), proving conjectures from [Poremba, ITCS'23] and demonstrating that the Dual-Regev encryption (and corresponding fully homomorphic encryption) schemes support $\PVD$ under the LWE assumption. We further build on this framework to obtain a variety of primitives supporting publicly-verifiable deletion from weak cryptographic assumptions, including: - Commitments with $\PVD$ assuming the existence of injective one-way functions, or more generally, {\em almost-regular} one-way functions. Along the way, we demonstrate that (variants of) target-collapsing hashes can be built from almost-regular one-way functions. - Public-key encryption with $\PVD$ assuming trapdoored variants of injective (or almost-regular) one-way functions. We also demonstrate that the encryption scheme of [Hhan, Morimae, and Yamakawa, Eurocrypt'23] based on pseudorandom group actions has $\PVD$. - $X$ with $\PVD$ for $X \in \{$attribute-based encryption, quantum fully-homomorphic encryption, witness encryption, time-revocable encryption$\}$, assuming $X$ and trapdoored variants of injective (or almost-regular) one-way functions.",2024,0.741632998,0.127747014,0.130619988,1,0,0,0,0,0,0.239667443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217211863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267150852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907749385,0,0,0,0,0,0,0,0,1
28,High-Rate Point-to-Multipoint QKD Network,"Yiming Bian, Yan Pan, Yichen Zhang, Heng Wang, Jie Yang, Jiayi Dou, Yang Li, Wei Huang, Song Yu, Bingjie Xu, Hong Guo",Quantum Key Distribution Network,"High-rate QKD network, Point-to-multipoint communication, Quantum cryptography","A coherent-state point-to-multipoint protocol is proposed to simultaneously support multiple independent quantum key distribution links between a single transmitter and massive receivers. Every prepared coherent state is measured by all receivers to generate raw keys, then processed with a secure and high-efficient key distillation method to remove the correlations between different links. The simulation results show that it can achieve remarkably high key rates even with a hundred of access points. Further, a proof-of-principle experiment with one network node and four end users has been demonstrated, where the average secret key rate of 4.1 Mbps between the transmitter and each one receiver is achieved, resulting in two orders-of-magnitude higher than previous networks. This scheme is a promising step towards a high-rate multi-user solution in a scalable quantum secure network.",2024,0.108198017,0.793195248,0.098606765,2,0,0,0,0,0,0,0,0,0.419338602,0,0,0.419338602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151329221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302658442,0,0,0.022751021,0,0,0,0,0.525126328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151329221,0.484388073,0,0,0,0,0,0,1
29,Pseudorandomness with Proof of Destruction and Applications,"Amit Behera, Zvika Brakerski, Or Sattath, Omri Shmueli",Quantum Pseudorandomness and Proof of Destruction,"Quantum pseudorandom states, Proofs of destruction, Cryptographic applications","Two fundamental properties of quantum states that quantum information theory explores are pseudorandomness and provability of destruction. We introduce the notion of quantum pseudorandom states with proofs of destruction (PRSPD) that combines both these properties. Like standard pseudorandom states (PRS), these are efficiently generated quantum states that are indistinguishable from random, but they can also be measured to create a classical string. This string is verifiable (given the secret key) and certifies that the state has been destructed. We show that, similarly to PRS, PRSPD can be constructed from any post-quantum one-way function. As far as the authors are aware, this is the first construction of a family of states that satisfies both pseudorandomness and provability of destruction. We show that many cryptographic applications that were shown based on PRS variants using quantum communication can be based on (variants of) PRSPD using only classical communication. This includes symmetric encryption, message authentication, one-time signatures, commitments, and classically verifiable private quantum coins.",2024,0.749359727,0.124203272,0.126436979,1,0,0,0.701464276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285169149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607708653,0,0,0,0.019028809,0,0,0,0,0,0,0,0,0,0,0,0,0.238651468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,100 Gbit/s Integrated Quantum Random Number Generator Based on Vacuum Fluctuations,"Cedric Bruynsteen, Tobias Gehring, Cosmo Lupo, Johan Bauwelinck, Xin Yin",Quantum Random Number Generation,"100 Gbit/s rate, Vacuum fluctuations, Quantum randomness, Secure random number generation","Emerging communication and cryptography applications call for reliable, fast, unpredictable random number generators. Quantum random number generation allows for the creation of truly unpredictable numbers thanks to the inherent randomness available in quantum mechanics. A popular approach is using the quantum vacuum state to generate random numbers. While convenient, this approach was generally limited in speed compared to other schemes. Here, through custom co-design of opto-electronic integrated circuits and side-information reduction by digital filtering, we experimentally demonstrated an ultrafast generation rate of 100 Gbit/s, setting a new record for vacuum-based quantum random number generation by one order of magnitude. Furthermore, our experimental demonstrations are well supported by an upgraded device-dependent framework that is secure against both classical and quantum side-information and that also properly considers the non-linearity in the digitization process. This ultrafast secure random number generator in the chip-scale platform holds promise for next generation communication and cryptography applications.",2024,0.145431593,0.719949901,0.134618506,2,0,0,0,0,0,0,0,0.163375643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163375643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014820475,0,0.961224049,0,0,0.114025972,0,0,0.097177967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,"Oblivious Transfer from Zero-Knowledge Proofs, Or How to Achieve Round-Optimal Quantum Oblivious Transfer and Zero-Knowledge Proofs on Quantum States","LÃƒÂ©o Colisson, Garazi Muguruza, Florian Speelman",Quantum Oblivious Transfer and Zero-Knowledge Proofs,"Round-optimal quantum oblivious transfer, Zero-Knowledge proofs, Quantum state verification","We provide a generic construction to turn any classical Zero-Knowledge (ZK) protocol into a composable (quantum) oblivious transfer (OT) protocol, mostly lifting the round-complexity properties and security guarantees (plain-model/statistical security/unstructured functionsÃ¢â‚¬Â¦) of the ZK protocol to the resulting OT protocol. Such a construction is unlikely to exist classically as Cryptomania is believed to be different from Minicrypt. In particular, by instantiating our construction using Non-Interactive ZK (NIZK), we provide the first round-optimal (2-message) quantum OT protocol secure in the random oracle model, and round-optimal extensions to string and k-out-of-n OT. At the heart of our construction lies a new method that allows us to prove properties on a received quantum state without revealing additional information on it, even in a non-interactive way and/or with statistical guarantees when using an appropriate classical ZK protocol. We can notably prove that a state has been partially measured (with arbitrary constraints on the set of measured qubits), without revealing any additional information on this set. This notion can be seen as an analog of ZK to quantum states, and we expect it to be of independent interest as it extends complexity theory to quantum languages, as illustrated by the two new complexity classes we introduce, ZKstatesQIP and ZKstatesQMA.",2024,0.124582186,0.121322677,0.754095137,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833860724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364974325,0,0,0,0.021427908,0,0,0,0,0,0.315961172,0,0,0,0,0,0,0.214991982,0,0,0,0,0,0,0,0,0,0.157980586,0,0,0,0,0,0,0,0,0,0,1
32,Satellite-Based Quantum Key Distribution in the Presence of Bypass Channels,Masoud Ghalaii (University of Leeds); Sima Bahrani (University of Bristol); Carlo Liorni (University of Dusseldorf); Federico Grasselli (University of Dusseldorf); Hermann Kampermann (University of Dusseldorf); Lewis Wooltorton (University of Bristol); Rupesh Kumar (University of York); Stefano Pirandola (University of York); Timothy Spiller (University of York); Alexander Ling (National University of Singapore); Bruno Huttner (ID Quantique); Mohsen Razavi (University of Leeds),Satellite-Based Quantum Key Distribution,Security of prepare-and-measure QKD with restricted eavesdropping; Bypass channels; Continuous-variable QKD protocols; BB84 protocols; New security frameworks for spaceborne quantum communications.,"The security of prepare-and-measure satellite-based quantum key distribution (QKD), under restricted eavesdropping scenarios, is addressed. We particularly consider cases where the eavesdropper, Eve, has limited access to the transmitted signal by Alice, and/or BobÃ¢â‚¬â„¢s receiver station. For instance, Eve can only receive an attenuated version of the transmitted signals. This results in settings where an uncharacterized bypass channel, inaccessible to Eve, can also carry signals to Bob. We obtain generic bounds on the key rate in the presence of bypass channels and apply them to continuous-variable QKD protocols with Gaussian encoding as well as to the family of BB84 protocols. We find regimes of operation in which the above restrictions on Eve can considerably improve system performance. Our work opens up new security frameworks for spaceborne quantum communications systems.",2024,0.842767596,0.083389655,0.073842764,1,0,0.265377887,0,0,0,0,0,0.360842264,0.201110583,0,0.455567848,0,0,0,0,0,0,0,0,0.227783924,0,0,0,0,0,0,0,0,0,0.14515195,0,0,0,0,0.265377887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265377887,0,0,0,0,0,0,0,0,0,0,0,0,0.265377887,0,0,0.227783924,0,0.14515195,0.273686558,0,0.016366742,0,0,0,0,0,0,0,0.214633695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227783924,0,0,0,0.14515195,0,0,0,0,0,0,0,1
33,10 GBaud Continuous-Variable Quantum Key Distribution Enabled by Integrated Photonic-Electronic Receivers,Adnan A.E. Hajomer (TECHNICAL UNIVERSITY OF DENMARK); CÃƒÂ©dric Bruynsteen (Ghent University-imec); Ivan Derkach (TECHNICAL UNIVERSITY OF DENMARK); Nitin Jain (TECHNICAL UNIVERSITY OF DENMARK); Ulrik L. Andersen (TECHNICAL UNIVERSITY OF DENMARK); Xin Yin (Ghent University-imec); Tobias Gehring (TECHNICAL UNIVERSITY OF DENMARK),Continuous-Variable Quantum Key Distribution,"Discrete-modulated coherent state CV-QKD system; Key generation rates; High-speed, co-integrated phase-diverse receiver; Next-generation CV-QKD systems; Record for secure quantum communication.","Quantum key distribution (QKD) is a well-known application of quantum information theory that guarantees information-theoretically secure key exchange. While QKD systems are becoming commercially available, large-scale deployment of next-generation QKD systems requires photonic and electronic devices that are low-cost, small, and easily integrated with existing network infrastructure. Continuous variable (CV) QKD is a promising option for large-scale deployment due to its compatibility with standard telecom technology. Despite this, the secret key rates of CV-QKD systems have been limited to a few megabits per second due to the bandwidth bottleneck of the receiver and the limited symbol rate of the transmitter. Here, we present the first discrete-modulated coherent state CV-QKD system operating at a classical telecom symbol rate of 10 GBaud. This system generates keys at rates exceeding 0.7 Gb/s over a distance of 5 km and 0.3 Gb/s over a distance of 10 km while being secure against collective attacks in both the asymptotic and finite-size regimes. This is made possible by using a high-speed, co-integrated phase-diverse receiver consisting of a silicon photonics optical front-end and a custom-designed integrated transimpedance amplifier. Additionally, well-engineered digital signal processing is used for quantum state preparation and measurement. Our experiment sets a new record for secure quantum communication and paves the way for the next generation of CV-QKD systems.",2024,0.081574634,0.845736742,0.072688609,2,0,0,0,0,0,0,0,0,0.191236435,0,0,0,0,0,0,0,0,0,0.252348337,0.433200332,0,0,0,0,0,0,0,0,0,0.138025265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343125595,0,0,0,0,0,0,0,0.252348337,0,0,0,0,0,0,0.155488265,0,0.171562797,0,0,0,0,0,0.138025265,0,0,0.015563166,0,0,0,0,0.119740094,0,0,0.102047794,0,0,0.191236435,0,0.130124534,0.343125595,0,0,0,0,0,0,0,0.433200332,0,0,0,0.207037897,0.110450896,0,0,0,0,0,0,1
34,Ultra-fast multipixel SNSPD arrays with photon-number capabilities for quantum applications,Giovanni V. Resta (ID Quantique SA); Lorenzo Stasi (ID Quantique SA); Matthieu Perrenoud (University of Geneva); Rob Thew (University of Geneva); Hugo Zbinden (University of Geneva); FÃƒÂ©lix BussiÃƒÂ¨res (ID Quantique SA),Superconducting-Nanowire Single-Photon Detectors,14-pixel SNSPD array; High detection efficiency and speed; Integration in QKD set-up; Resilience against blinding attacks; High fidelity in distinguishing few-photon states.,"Superconducting-nanowire single-photon detectors (SNSPDs) have enabled the realization of several quantum optics technologies thanks to their high detection efficiency, low dark-counts, and fast recovery time. Here, we will present a 14-pixel SNSPD array with a maximum system detection efficiency (SDE) of 90% that remains above 80% up to 400 Mcps, and we demonstrate the ability to reach detection rates of 1.5 Gcps with an absolute SDE of 45%. Furthermore, we will explain how such device has been integrated in a QKD set-up and enabled high-speed QKD, with secret-key rates exceeding 60 Mbps over a distance of 10 km. Moreover when used in a QKD setup, the array can improve resilience against blinding attacks by monitoring the coincidence clicks between the pixels. Finally we will show that the detector is able to distinguish few-photon number states in an optical pulse with high fidelity, without posing strict limitations on the shape of the incoming light. We achieve a 2-photon fidelity of 74% and 57% for a 3-photon state, which represent state-of-the-art results for fibre-coupled SNSPDs. Such detectors could find immediate application in LOQC protocols where the capability to distinguish few photon-number states is sufficient Ã¢â‚¬â€œ that is, either Ã¢â‚¬Ëœ1Ã¢â‚¬â„¢ vs Ã¢â‚¬Ëœmore than 1 photonsÃ¢â‚¬â„¢.",2024,0.842767775,0.083956704,0.073275492,1,0,0,0.196820598,0,0,0,0.222924958,0,0,0,0,0,0,0,0,0,0.222924958,0,0,0,0,0,0,0,0,0,0,0,0.259716986,0,0.222924958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176572484,0,0,0,0,0,0,0,0,0,0.259716986,0,0,0,0,0,0.259716986,0.529717452,0,0,0,0,0,0.071027823,0,0,0.005339205,0,0,0,0,0,0,0,0,0,0,0.196820598,0.259716986,0.13392421,0,0.222924958,0,0,0.259716986,0,0,0,0,0,0,0,0,0.227352192,0,0,0,0,0,0,1
35,On the finite size security of quantum key distribution,Peter Brown (Telecom Paris); Thomas van Himbeeck (Telecom Paris),Finite Size Security of Quantum Key Distribution,Finite size security proof for QKD protocols; Tight finite-size correction terms; Optimal asymptotic rate and leading-order finite-size correction; General proof applicable to QKD protocols.,"We consider the security of Quantum Key Distribution (QKD) protocols consisting of a finite number of rounds. We provide a security proof that is both and provides tight finite-size correction terms. In particular, when expanded in the block length $n$, the rate of randomness generation has the optimal asymptotic rate and optimal leading-order finite-size correction term. The proof is also general, applying to generic randomness generation and QKD protocols that have fully characterized devices and consist of a finite number of rounds.",2024,0.775851607,0.116226465,0.107921936,1,0,0,0.13610902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098236947,0,0,0.898021468,0,0,0,0,0,0.179604294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157222793,0.098236947,0.185227494,0,0.007384532,0,0,0,0,0.085222812,0,0,0.217891929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098236947,0,0,0,0,0,0,0,1
